National Iranian Oil Company,,https://www.nioc.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,TSE,https://www.nioc.ir
Mobile Telecommunication Company of Iran (MCI),,https://mci.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,TSE,https://mci.ir
Bank Mellat,,https://www.bankmellat.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,TSE,https://www.bankmellat.ir
Iran Khodro,,https://www.ikco.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,TSE,https://www.ikco.ir
SAIPA,,https://www.saipacorp.com,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,TSE,https://www.saipacorp.com
National Iranian Gas Company,,https://www.nigc.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,SOE,https://www.nigc.ir
Tavanir (national electricity company),,https://www.tavanir.org.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,SOE,https://www.tavanir.org.ir
Bank Melli Iran,,https://www.bmi.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,SOE,https://www.bmi.ir
Islamic Republic of Iran Railways (RAI),,https://www.rai.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,SOE,https://www.rai.ir
Iran Air (Homa),,https://www.iranair.com,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,SOE,https://www.iranair.com
"Ministry of Cooperatives, Labour and Social Welfare",,https://www.mcls.gov.ir,pending verification,BRICS partner: no entity-specific vacancy page confirmed; national recruitment portal used instead (not yet live-verified),true,pending,Iran,DEPT,https://www.mcls.gov.ir
National Organization for Educational Testing (Sanjesh),,https://www.sanjesh.org,pending verification,BRICS partner: no entity-specific vacancy page confirmed; national recruitment portal used instead (not yet live-verified),true,pending,Iran,DEPT,https://www.sanjesh.org
Ministry of Health and Medical Education,,https://www.sanjesh.org,pending verification,BRICS partner: no entity-specific vacancy page confirmed; national recruitment portal used instead (not yet live-verified),true,pending,Iran,DEPT,https://behdasht.gov.ir
"Ministry of Science, Research and Technology",,https://www.sanjesh.org,pending verification,BRICS partner: no entity-specific vacancy page confirmed; national recruitment portal used instead (not yet live-verified),true,pending,Iran,DEPT,https://www.msrt.ir
Ministry of Roads and Urban Development,,https://www.mcls.gov.ir,pending verification,BRICS partner: no entity-specific vacancy page confirmed; national recruitment portal used instead (not yet live-verified),true,pending,Iran,DEPT,https://www.mrud.ir
Tehran Municipality,,https://www.tehran.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,MUNI,https://www.tehran.ir
